image_path,age,gender,emotion
source_data/UTK-Face/part3/30_0_0_20170120134230135.jpg,3,0,-1
source_data/UTK-Face/part3/36_0_3_20170119201917284.jpg,3,0,-1
source_data/UTK-Face/part3/26_0_3_20170119180341844.jpg,2,0,-1
source_data/UTK-Face/part3/87_1_0_20170120225808097.jpg,6,1,-1
source_data/UTK-Face/part3/26_0_0_20170119180141460.jpg,2,0,-1
source_data/UTK-Face/part3/30_1_0_20170120133648501.jpg,3,1,-1
source_data/UTK-Face/part3/27_1_3_20170119144021952.jpg,2,1,-1
source_data/UTK-Face/part3/34_0_0_20170119200555732.jpg,3,0,-1
source_data/UTK-Face/part3/34_0_3_20170119152305846.jpg,3,0,-1
source_data/UTK-Face/part3/26_0_3_20170119183051629.jpg,2,0,-1
source_data/UTK-Face/part3/29_0_3_20170119183457486.jpg,2,0,-1
source_data/UTK-Face/part3/34_1_0_20170120221017644.jpg,3,1,-1
source_data/UTK-Face/part3/56_0_0_20170119181226587.jpg,5,0,-1
source_data/UTK-Face/part3/35_0_0_20170120223253707.jpg,3,0,-1
source_data/UTK-Face/part3/23_1_3_20170119155754275.jpg,2,1,-1
source_data/UTK-Face/part3/40_1_3_20170119145610534.jpg,4,1,-1
source_data/UTK-Face/part3/4_1_0_20170116215618294.jpg,0,1,-1
source_data/UTK-Face/part3/78_1_0_20170120224727472.jpg,6,1,-1
source_data/UTK-Face/part3/28_1_3_20170119152713848.jpg,2,1,-1
source_data/UTK-Face/part3/30_0_3_20170119195732475.jpg,3,0,-1
source_data/UTK-Face/part3/28_1_3_20170119144214613.jpg,2,1,-1
source_data/UTK-Face/part3/37_0_3_20170119202410749.jpg,3,0,-1
source_data/UTK-Face/part3/55_0_3_20170119201651189.jpg,5,0,-1
source_data/UTK-Face/part3/25_0_3_20170119171953195.jpg,2,0,-1
source_data/UTK-Face/part3/29_0_3_20170119165447462.jpg,2,0,-1
source_data/UTK-Face/part3/54_1_3_20170119211351832.jpg,5,1,-1
source_data/UTK-Face/part3/37_1_3_20170119163035788.jpg,3,1,-1
source_data/UTK-Face/part3/28_1_3_20170119194924075.jpg,2,1,-1
source_data/UTK-Face/part3/51_0_3_20170119200305083.jpg,5,0,-1
source_data/UTK-Face/part3/32_0_3_20170120221502100.jpg,3,0,-1
source_data/UTK-Face/part3/24_1_3_20170119171103008.jpg,2,1,-1
source_data/UTK-Face/part3/43_0_3_20170119204554406.jpg,4,0,-1
source_data/UTK-Face/part3/74_1_0_20170120225441633.jpg,6,1,-1
source_data/UTK-Face/part3/38_0_3_20170119202607101.jpg,3,0,-1
source_data/UTK-Face/part3/26_0_3_20170119180446828.jpg,2,0,-1
source_data/UTK-Face/part3/31_0_3_20170119195949996.jpg,3,0,-1
source_data/UTK-Face/part3/80_1_2_20170120223552933.jpg,6,1,-1
source_data/UTK-Face/part3/65_0_2_20170120223049075.jpg,6,0,-1
source_data/UTK-Face/part3/23_1_3_20170119164456070.jpg,2,1,-1
source_data/UTK-Face/part3/45_1_3_20170119171411898.jpg,4,1,-1
source_data/UTK-Face/part3/80_1_3_20170119212033985.jpg,6,1,-1
source_data/UTK-Face/part3/26_1_3_20170119192520722.jpg,2,1,-1
source_data/UTK-Face/part3/50_0_3_20170119154108905.jpg,5,0,-1
source_data/UTK-Face/part3/46_1_3_20170120140919993.jpg,4,1,-1
source_data/UTK-Face/part3/20_1_3_20170119180453339.jpg,2,1,-1
source_data/UTK-Face/part3/26_0_0_20170120134026967.jpg,2,0,-1
source_data/UTK-Face/part3/21_1_0_20170120134012302.jpg,2,1,-1
source_data/UTK-Face/part3/27_0_3_20170119153330881.jpg,2,0,-1
source_data/UTK-Face/part3/61_0_3_20170119211905592.jpg,6,0,-1
source_data/UTK-Face/part3/55_0_3_20170119201401100.jpg,5,0,-1
source_data/UTK-Face/part3/37_0_3_20170119202258422.jpg,3,0,-1
source_data/UTK-Face/part3/26_0_3_20170120134528696.jpg,2,0,-1
source_data/UTK-Face/part3/45_0_3_20170119211625775.jpg,4,0,-1
source_data/UTK-Face/part3/26_1_3_20170119193115082.jpg,2,1,-1
source_data/UTK-Face/part3/57_0_0_20170120223908110.jpg,5,0,-1
source_data/UTK-Face/part3/24_1_3_20170119171014400.jpg,2,1,-1
source_data/UTK-Face/part3/26_1_3_20170119153809053.jpg,2,1,-1
source_data/UTK-Face/part3/26_1_0_20170119192657178.jpg,2,1,-1
source_data/UTK-Face/part3/88_0_0_20170120230341067.jpg,6,0,-1
source_data/UTK-Face/part3/23_0_3_20170119164205782.jpg,2,0,-1
source_data/UTK-Face/part3/25_1_3_20170119172136505.jpg,2,1,-1
source_data/UTK-Face/part3/45_0_3_20170119194832939.jpg,4,0,-1
source_data/UTK-Face/part3/55_0_3_20170119205515441.jpg,5,0,-1
source_data/UTK-Face/part3/32_0_3_20170120220937948.jpg,3,0,-1
source_data/UTK-Face/part3/25_0_0_20170119145504925.jpg,2,0,-1
source_data/UTK-Face/part3/26_0_4_20170116192510762.jpg,2,0,-1
source_data/UTK-Face/part3/54_0_3_20170119210220552.jpg,5,0,-1
source_data/UTK-Face/part3/55_0_0_20170120221653868.jpg,5,0,-1
source_data/UTK-Face/part3/23_1_3_20170119164552438.jpg,2,1,-1
source_data/UTK-Face/part3/36_0_3_20170119201742501.jpg,3,0,-1
source_data/UTK-Face/part3/46_0_3_20170119183110614.jpg,4,0,-1
source_data/UTK-Face/part3/27_0_0_20170116232646294.jpg,2,0,-1
source_data/UTK-Face/part3/30_0_3_20170119195818732.jpg,3,0,-1
source_data/UTK-Face/part3/35_0_0_20170120221052421.jpg,3,0,-1
source_data/UTK-Face/part3/30_0_3_20170119151354302.jpg,3,0,-1
source_data/UTK-Face/part3/46_0_3_20170119204836094.jpg,4,0,-1
source_data/UTK-Face/part3/23_0_3_20170119164313321.jpg,2,0,-1
source_data/UTK-Face/part3/24_1_3_20170119171107656.jpg,2,1,-1
source_data/UTK-Face/part3/56_1_0_20170120140341104.jpg,5,1,-1
source_data/UTK-Face/part3/24_0_3_20170119165932823.jpg,2,0,-1
source_data/UTK-Face/part3/88_1_0_20170120230330380.jpg,6,1,-1
source_data/UTK-Face/part3/60_0_3_20170119205909616.jpg,6,0,-1
source_data/UTK-Face/part3/24_0_3_20170119165712654.jpg,2,0,-1
source_data/UTK-Face/part3/40_1_0_20170120133632861.jpg,4,1,-1
source_data/UTK-Face/part3/45_0_3_20170119204725919.jpg,4,0,-1
source_data/UTK-Face/part3/25_0_3_20170119171549168.jpg,2,0,-1
source_data/UTK-Face/part3/75_1_0_20170120225456154.jpg,6,1,-1
source_data/UTK-Face/part3/35_0_3_20170119201304861.jpg,3,0,-1
source_data/UTK-Face/part3/35_0_2_20170119180256157.jpg,3,0,-1
source_data/UTK-Face/part3/19_0_3_20170119165517358.jpg,1,0,-1
source_data/UTK-Face/part3/25_0_3_20170119171615136.jpg,2,0,-1
source_data/UTK-Face/part3/36_0_3_20170119201743421.jpg,3,0,-1
source_data/UTK-Face/part3/47_0_0_20170119145412957.jpg,4,0,-1
source_data/UTK-Face/part3/45_0_3_20170119184153479.jpg,4,0,-1
source_data/UTK-Face/part3/26_0_0_20170116215855605.jpg,2,0,-1
source_data/UTK-Face/part3/29_1_3_20170119195154547.jpg,2,1,-1
source_data/UTK-Face/part3/26_1_3_20170119192323474.jpg,2,1,-1
source_data/UTK-Face/part3/30_1_3_20170119195850724.jpg,3,1,-1
source_data/UTK-Face/part3/22_0_0_20170119151204830.jpg,2,0,-1
source_data/UTK-Face/part3/40_0_3_20170119175325322.jpg,4,0,-1
source_data/UTK-Face/part3/54_0_3_20170119210101042.jpg,5,0,-1
source_data/UTK-Face/part3/27_0_3_20170119155943666.jpg,2,0,-1
source_data/UTK-Face/part3/26_1_3_20170119192426755.jpg,2,1,-1
source_data/UTK-Face/part3/50_0_0_20170120222755737.jpg,5,0,-1
source_data/UTK-Face/part3/45_1_0_20170119192452937.jpg,4,1,-1
source_data/UTK-Face/part3/35_0_0_20170119200925684.jpg,3,0,-1
source_data/UTK-Face/part3/61_0_0_20170120225132849.jpg,6,0,-1
source_data/UTK-Face/part3/29_1_0_20170119164401126.jpg,2,1,-1
source_data/UTK-Face/part3/36_1_3_20170119202133110.jpg,3,1,-1
source_data/UTK-Face/part3/21_0_1_20170116214205175.jpg,2,0,-1
source_data/UTK-Face/part3/62_0_0_20170120224648431.jpg,6,0,-1
source_data/UTK-Face/part3/29_1_1_20170115235328452.jpg,2,1,-1
source_data/UTK-Face/part3/55_0_0_20170120223727206.jpg,5,0,-1
source_data/UTK-Face/part3/53_0_3_20170119205912343.jpg,5,0,-1
source_data/UTK-Face/part3/28_1_3_20170119195100723.jpg,2,1,-1
source_data/UTK-Face/part3/26_0_3_20170119183240167.jpg,2,0,-1
source_data/UTK-Face/part3/83_1_0_20170120225955850.jpg,6,1,-1
source_data/UTK-Face/part3/42_1_0_20170119204510263.jpg,4,1,-1
source_data/UTK-Face/part3/54_0_3_20170119210215919.jpg,5,0,-1
source_data/UTK-Face/part3/53_0_3_20170119205914040.jpg,5,0,-1
source_data/UTK-Face/part3/34_0_3_20170119200547004.jpg,3,0,-1
source_data/UTK-Face/part3/55_0_3_20170119201207516.jpg,5,0,-1
source_data/UTK-Face/part3/27_1_1_20170117000109588.jpg,2,1,-1
source_data/UTK-Face/part3/75_1_0_20170120225350768.jpg,6,1,-1
source_data/UTK-Face/part3/24_0_3_20170119150647534.jpg,2,0,-1
source_data/UTK-Face/part3/50_0_3_20170119205543104.jpg,5,0,-1
source_data/UTK-Face/part3/38_0_3_20170119202601638.jpg,3,0,-1
source_data/UTK-Face/part3/25_0_0_20170120134516424.jpg,2,0,-1
source_data/UTK-Face/part3/81_0_0_20170117091321806.jpg,6,0,-1
source_data/UTK-Face/part3/26_0_3_20170119150517469.jpg,2,0,-1
source_data/UTK-Face/part3/61_0_3_20170119211816513.jpg,6,0,-1
source_data/UTK-Face/part3/22_0_3_20170119162746691.jpg,2,0,-1
source_data/UTK-Face/part3/34_0_3_20170119164730142.jpg,3,0,-1
source_data/UTK-Face/part3/43_0_0_20170119152313480.jpg,4,0,-1
source_data/UTK-Face/part3/62_0_0_20170120134041527.jpg,6,0,-1
source_data/UTK-Face/part3/52_0_0_20170120222227135.jpg,5,0,-1
source_data/UTK-Face/part3/65_0_0_20170120223336620.jpg,6,0,-1
source_data/UTK-Face/part3/41_0_0_20170119204215791.jpg,4,0,-1
source_data/UTK-Face/part3/60_0_3_20170119204312254.jpg,6,0,-1
source_data/UTK-Face/part3/48_0_0_20170117153924476.jpg,4,0,-1
source_data/UTK-Face/part3/55_0_3_20170119203922271.jpg,5,0,-1
source_data/UTK-Face/part3/25_0_3_20170119152752375.jpg,2,0,-1
source_data/UTK-Face/part3/4_0_3_20170119180525502.jpg,0,0,-1
source_data/UTK-Face/part3/88_1_0_20170120133811095.jpg,6,1,-1
source_data/UTK-Face/part3/28_0_3_20170119211807137.jpg,2,0,-1
source_data/UTK-Face/part3/70_0_3_20170119205722199.jpg,6,0,-1
source_data/UTK-Face/part3/35_1_3_20170119201519805.jpg,3,1,-1
source_data/UTK-Face/part3/28_0_3_20170119194808322.jpg,2,0,-1
source_data/UTK-Face/part3/26_0_3_20170119191956113.jpg,2,0,-1
source_data/UTK-Face/part3/26_1_3_20170119192405417.jpg,2,1,-1
source_data/UTK-Face/part3/31_1_3_20170119155508987.jpg,3,1,-1
source_data/UTK-Face/part3/54_0_0_20170120223348956.jpg,5,0,-1
source_data/UTK-Face/part3/26_1_3_20170119193137209.jpg,2,1,-1
source_data/UTK-Face/part3/35_0_3_20170119171505271.jpg,3,0,-1
source_data/UTK-Face/part3/58_0_3_20170119211523632.jpg,5,0,-1
source_data/UTK-Face/part3/28_1_3_20170119194940491.jpg,2,1,-1
source_data/UTK-Face/part3/55_1_0_20170120222833049.jpg,5,1,-1
source_data/UTK-Face/part3/34_1_1_20170116164815094.jpg,3,1,-1
source_data/UTK-Face/part3/20_0_0_20170120133547085.jpg,2,0,-1
source_data/UTK-Face/part3/21_0_0_20170116225141614.jpg,2,0,-1
source_data/UTK-Face/part3/25_0_3_20170119171302287.jpg,2,0,-1
source_data/UTK-Face/part3/20_0_3_20170119153211097.jpg,2,0,-1
source_data/UTK-Face/part3/54_0_0_20170120222512479.jpg,5,0,-1
source_data/UTK-Face/part3/22_1_3_20170119155949578.jpg,2,1,-1
source_data/UTK-Face/part3/40_1_3_20170119204008588.jpg,4,1,-1
source_data/UTK-Face/part3/45_0_3_20170119194525986.jpg,4,0,-1
source_data/UTK-Face/part3/55_0_0_20170120223715854.jpg,5,0,-1
source_data/UTK-Face/part3/46_0_3_20170119181027204.jpg,4,0,-1
source_data/UTK-Face/part3/24_1_3_20170119171038711.jpg,2,1,-1
source_data/UTK-Face/part3/61_0_3_20170119211835296.jpg,6,0,-1
source_data/UTK-Face/part3/27_1_3_20170119194417435.jpg,2,1,-1
source_data/UTK-Face/part3/35_0_0_20170120221032076.jpg,3,0,-1
source_data/UTK-Face/part3/34_0_0_20170119180649883.jpg,3,0,-1
source_data/UTK-Face/part3/28_0_0_20170119155105218.jpg,2,0,-1
source_data/UTK-Face/part3/61_0_3_20170119211851937.jpg,6,0,-1
source_data/UTK-Face/part3/27_0_3_20170119193238122.jpg,2,0,-1
source_data/UTK-Face/part3/52_0_3_20170119204337838.jpg,5,0,-1
source_data/UTK-Face/part3/28_0_3_20170119194725939.jpg,2,0,-1
source_data/UTK-Face/part3/25_1_3_20170119172102729.jpg,2,1,-1
source_data/UTK-Face/part3/37_0_2_20170119193342866.jpg,3,0,-1
source_data/UTK-Face/part3/61_0_3_20170119211851089.jpg,6,0,-1
source_data/UTK-Face/part3/21_1_3_20170119155605098.jpg,2,1,-1
source_data/UTK-Face/part3/26_0_0_20170120134036223.jpg,2,0,-1
source_data/UTK-Face/part3/36_0_3_20170119201835557.jpg,3,0,-1
source_data/UTK-Face/part3/54_0_3_20170119210213777.jpg,5,0,-1
source_data/UTK-Face/part3/54_0_3_20170119210131208.jpg,5,0,-1
source_data/UTK-Face/part3/49_0_0_20170119205452032.jpg,4,0,-1
source_data/UTK-Face/part3/85_1_0_20170120223641413.jpg,6,1,-1
source_data/UTK-Face/part3/50_0_0_20170120221455142.jpg,5,0,-1
source_data/UTK-Face/part3/45_0_3_20170119201303715.jpg,4,0,-1
source_data/UTK-Face/part3/45_0_3_20170119144534917.jpg,4,0,-1
source_data/UTK-Face/part3/26_0_3_20170119180359748.jpg,2,0,-1
source_data/UTK-Face/part3/59_0_0_20170119211444609.jpg,5,0,-1
source_data/UTK-Face/part3/26_1_3_20170119193149338.jpg,2,1,-1
source_data/UTK-Face/part3/26_1_3_20170119193117522.jpg,2,1,-1
source_data/UTK-Face/part3/53_0_0_20170120223117140.jpg,5,0,-1
source_data/UTK-Face/part3/26_1_3_20170119155639573.jpg,2,1,-1
source_data/UTK-Face/part3/26_1_3_20170119193121906.jpg,2,1,-1
source_data/UTK-Face/part3/26_0_3_20170119180950828.jpg,2,0,-1
source_data/UTK-Face/part3/53_0_3_20170119212002295.jpg,5,0,-1
source_data/UTK-Face/part3/65_0_0_20170120223720869.jpg,6,0,-1
source_data/UTK-Face/part3/28_1_3_20170119204738880.jpg,2,1,-1
source_data/UTK-Face/part3/26_0_3_20170119191924624.jpg,2,0,-1
source_data/UTK-Face/part3/35_1_0_20170116223137874.jpg,3,1,-1
source_data/UTK-Face/part3/29_0_3_20170119195158259.jpg,2,0,-1
source_data/UTK-Face/part3/36_1_2_20170119164406148.jpg,3,1,-1
source_data/UTK-Face/part3/45_0_3_20170119201729135.jpg,4,0,-1
source_data/UTK-Face/part3/23_1_3_20170119164550198.jpg,2,1,-1
source_data/UTK-Face/part3/24_1_3_20170119171019536.jpg,2,1,-1
source_data/UTK-Face/part3/34_1_3_20170119152703935.jpg,3,1,-1
source_data/UTK-Face/part3/50_0_3_20170119205544079.jpg,5,0,-1
source_data/UTK-Face/part3/45_0_3_20170119202030421.jpg,4,0,-1
source_data/UTK-Face/part3/21_1_3_20170119154115689.jpg,2,1,-1
source_data/UTK-Face/part3/60_0_0_20170120222420751.jpg,6,0,-1
source_data/UTK-Face/part3/22_0_3_20170119160343788.jpg,2,0,-1
source_data/UTK-Face/part3/60_0_3_20170119203925892.jpg,6,0,-1
source_data/UTK-Face/part3/65_1_3_20170119202621117.jpg,6,1,-1
source_data/UTK-Face/part3/60_0_3_20170119205112264.jpg,6,0,-1
source_data/UTK-Face/part3/50_1_0_20170120222640234.jpg,5,1,-1
source_data/UTK-Face/part3/55_0_3_20170119203913495.jpg,5,0,-1
source_data/UTK-Face/part3/50_0_3_20170119201854301.jpg,5,0,-1
source_data/UTK-Face/part3/26_1_3_20170119180813956.jpg,2,1,-1
source_data/UTK-Face/part3/24_1_3_20170119171011143.jpg,2,1,-1
source_data/UTK-Face/part3/26_0_3_20170119184126439.jpg,2,0,-1
source_data/UTK-Face/part3/45_0_0_20170120220047074.jpg,4,0,-1
source_data/UTK-Face/part3/23_1_3_20170119164605108.jpg,2,1,-1
source_data/UTK-Face/part3/32_0_0_20170116235403701.jpg,3,0,-1
source_data/UTK-Face/part3/22_1_3_20170119163211532.jpg,2,1,-1
source_data/UTK-Face/part3/31_0_3_20170119195937091.jpg,3,0,-1
source_data/UTK-Face/part3/57_1_0_20170120221057091.jpg,5,1,-1
source_data/UTK-Face/part3/29_0_0_20170119195323402.jpg,2,0,-1
source_data/UTK-Face/part3/43_0_0_20170119204527446.jpg,4,0,-1
source_data/UTK-Face/part3/45_0_3_20170119162821908.jpg,4,0,-1
source_data/UTK-Face/part3/60_0_0_20170120222250991.jpg,6,0,-1
source_data/UTK-Face/part3/22_1_1_20170116175817144.jpg,2,1,-1
source_data/UTK-Face/part3/28_0_3_20170119194455730.jpg,2,0,-1
source_data/UTK-Face/part3/51_0_0_20170120222842138.jpg,5,0,-1
source_data/UTK-Face/part3/54_0_3_20170119164452509.jpg,5,0,-1
source_data/UTK-Face/part3/48_1_0_20170119201528627.jpg,4,1,-1
source_data/UTK-Face/part3/54_0_3_20170119183920621.jpg,5,0,-1
source_data/UTK-Face/part3/27_0_3_20170119194352188.jpg,2,0,-1
source_data/UTK-Face/part3/67_0_3_20170119212008184.jpg,6,0,-1
source_data/UTK-Face/part3/21_0_1_20170116010312874.jpg,2,0,-1
source_data/UTK-Face/part3/60_0_0_20170119204301455.jpg,6,0,-1
source_data/UTK-Face/part3/32_0_3_20170119200339548.jpg,3,0,-1
source_data/UTK-Face/part3/50_0_0_20170120222405224.jpg,5,0,-1
source_data/UTK-Face/part3/25_0_3_20170119171616945.jpg,2,0,-1
source_data/UTK-Face/part3/35_0_0_20170119201459165.jpg,3,0,-1
source_data/UTK-Face/part3/26_0_1_20170116233450112.jpg,2,0,-1
source_data/UTK-Face/part3/28_0_3_20170119194426537.jpg,2,0,-1
source_data/UTK-Face/part3/28_0_3_20170120220130530.jpg,2,0,-1
source_data/UTK-Face/part3/24_1_3_20170119155454786.jpg,2,1,-1
source_data/UTK-Face/part3/26_0_3_20170119184128158.jpg,2,0,-1
source_data/UTK-Face/part3/50_0_3_20170119203845893.jpg,5,0,-1
source_data/UTK-Face/part3/22_1_3_20170119163029565.jpg,2,1,-1
source_data/UTK-Face/part3/20_1_1_20170116162433766.jpg,2,1,-1
source_data/UTK-Face/part3/60_1_1_20170120222320336.jpg,6,1,-1
source_data/UTK-Face/part3/21_1_1_20170116215855605.jpg,2,1,-1
source_data/UTK-Face/part3/37_0_3_20170119202236501.jpg,3,0,-1
source_data/UTK-Face/part3/40_1_3_20170119151025310.jpg,4,1,-1
source_data/UTK-Face/part3/29_1_3_20170119195529348.jpg,2,1,-1
source_data/UTK-Face/part3/22_0_3_20170119151253871.jpg,2,0,-1
source_data/UTK-Face/part3/28_0_3_20170119194726564.jpg,2,0,-1
source_data/UTK-Face/part3/26_0_3_20170119180602948.jpg,2,0,-1
source_data/UTK-Face/part3/48_0_3_20170119193054233.jpg,4,0,-1
source_data/UTK-Face/part3/24_1_3_20170119171020639.jpg,2,1,-1
source_data/UTK-Face/part3/33_0_4_20170117105033191.jpg,3,0,-1
source_data/UTK-Face/part3/24_0_3_20170119164638750.jpg,2,0,-1
source_data/UTK-Face/part3/14_0_0_20170116204045849.jpg,1,0,-1
source_data/UTK-Face/part3/28_0_3_20170119194512651.jpg,2,0,-1
source_data/UTK-Face/part3/29_0_3_20170119195116490.jpg,2,0,-1
source_data/UTK-Face/part3/48_1_3_20170119195845924.jpg,4,1,-1
source_data/UTK-Face/part3/30_0_3_20170119195801076.jpg,3,0,-1
source_data/UTK-Face/part3/21_0_3_20170119154042345.jpg,2,0,-1
source_data/UTK-Face/part3/28_0_2_20170119180256157.jpg,2,0,-1
source_data/UTK-Face/part3/22_1_3_20170119163636742.jpg,2,1,-1
source_data/UTK-Face/part3/40_0_0_20170116232927836.jpg,4,0,-1
source_data/UTK-Face/part3/32_0_0_20170120220945196.jpg,3,0,-1
