image_path,emotion,age_pseudo,gender_pseudo,age_conf,gender_conf
source_data/raf/DATASET/train/7/train_11074_aligned.jpg,7,-1,0,0.2885963,0.98994637
source_data/raf/DATASET/train/7/train_10666_aligned.jpg,7,-1,1,0.41890082,0.6077131
source_data/raf/DATASET/train/7/train_09926_aligned.jpg,7,2,1,0.7477433,0.8418798
source_data/raf/DATASET/train/7/train_11524_aligned.jpg,7,-1,0,0.40876716,0.91766435
source_data/raf/DATASET/train/7/train_10336_aligned.jpg,7,0,0,0.94867307,0.9577893
source_data/raf/DATASET/train/7/train_09749_aligned.jpg,7,0,1,0.8681978,0.78955513
source_data/raf/DATASET/train/7/train_10809_aligned.jpg,7,0,1,0.8014647,0.698255
source_data/raf/DATASET/train/7/train_11446_aligned.jpg,7,-1,0,0.4425888,0.55588347
source_data/raf/DATASET/train/7/train_10254_aligned.jpg,7,2,1,0.89555794,0.7412714
source_data/raf/DATASET/train/7/train_11116_aligned.jpg,7,2,1,0.79272527,0.7447935
source_data/raf/DATASET/train/7/train_09844_aligned.jpg,7,-1,0,0.356976,0.6277422
source_data/raf/DATASET/train/7/train_10704_aligned.jpg,7,-1,0,0.36590517,0.93179536
source_data/raf/DATASET/train/7/train_11089_aligned.jpg,7,-1,0,0.46314973,0.5736158
source_data/raf/DATASET/train/7/train_11860_aligned.jpg,7,2,1,0.71027374,0.60756767
source_data/raf/DATASET/train/7/train_12265_aligned.jpg,7,-1,0,0.34998605,0.95089096
source_data/raf/DATASET/train/7/train_10182_aligned.jpg,7,2,1,0.74501795,0.9295262
source_data/raf/DATASET/train/7/train_11790_aligned.jpg,7,2,0,0.858398,0.5677033
source_data/raf/DATASET/train/7/train_11343_aligned.jpg,7,-1,0,0.25652936,0.885372
source_data/raf/DATASET/train/7/train_10551_aligned.jpg,7,-1,0,0.32104018,0.97710323
source_data/raf/DATASET/train/7/train_11613_aligned.jpg,7,3,0,0.67006516,0.6286531
source_data/raf/DATASET/train/7/train_10001_aligned.jpg,7,2,1,0.5973038,0.86034757
source_data/raf/DATASET/train/7/train_10248_aligned.jpg,7,2,1,0.91644526,0.9765789
source_data/raf/DATASET/train/7/train_10718_aligned.jpg,7,2,1,0.6845115,0.8836957
source_data/raf/DATASET/train/7/train_09858_aligned.jpg,7,0,1,0.9895765,0.55464256
source_data/raf/DATASET/train/7/train_10977_aligned.jpg,7,-1,0,0.45957476,0.53838605
source_data/raf/DATASET/train/7/train_12030_aligned.jpg,7,2,0,0.50782794,0.62878877
source_data/raf/DATASET/train/7/train_10687_aligned.jpg,7,2,0,0.5498827,0.9778351
source_data/raf/DATASET/train/7/train_11095_aligned.jpg,7,1,0,0.5870227,0.91606224
source_data/raf/DATASET/train/7/train_11068_aligned.jpg,7,0,0,0.96915245,0.7938243
source_data/raf/DATASET/train/7/train_11538_aligned.jpg,7,2,0,0.8000431,0.836545
source_data/raf/DATASET/train/7/train_12152_aligned.jpg,7,2,1,0.64072263,0.5621592
source_data/raf/DATASET/train/7/train_10815_aligned.jpg,7,2,1,0.82150406,0.9271454
source_data/raf/DATASET/train/7/train_09755_aligned.jpg,7,2,1,0.68062913,0.7095175
source_data/raf/DATASET/train/7/train_11881_aligned.jpg,7,2,1,0.5345702,0.5026541
source_data/raf/DATASET/train/7/train_11771_aligned.jpg,7,-1,0,0.29091746,0.806946
source_data/raf/DATASET/train/7/train_10163_aligned.jpg,7,5,0,0.59914297,0.9760599
source_data/raf/DATASET/train/7/train_11221_aligned.jpg,7,-1,0,0.49946567,0.63183033
source_data/raf/DATASET/train/7/train_10433_aligned.jpg,7,2,1,0.7056163,0.89744055
source_data/raf/DATASET/train/7/train_11993_aligned.jpg,7,4,0,0.5312592,0.98527056
source_data/raf/DATASET/train/7/train_10521_aligned.jpg,7,2,1,0.7237018,0.75947684
source_data/raf/DATASET/train/7/train_11333_aligned.jpg,7,2,1,0.53621477,0.58455664
source_data/raf/DATASET/train/7/train_10071_aligned.jpg,7,3,0,0.53656703,0.9921653
source_data/raf/DATASET/train/7/train_11663_aligned.jpg,7,2,1,0.64585656,0.76395905
source_data/raf/DATASET/train/7/train_12209_aligned.jpg,7,-1,0,0.48761955,0.94525045
source_data/raf/DATASET/train/7/train_10238_aligned.jpg,7,-1,1,0.49524897,0.53680784
source_data/raf/DATASET/train/7/train_09828_aligned.jpg,7,-1,0,0.39896527,0.5043507
source_data/raf/DATASET/train/7/train_10768_aligned.jpg,7,2,0,0.6720093,0.5515255
source_data/raf/DATASET/train/7/train_10898_aligned.jpg,7,-1,0,0.45443392,0.78757143
source_data/raf/DATASET/train/7/train_12040_aligned.jpg,7,-1,0,0.49683726,0.8861062
source_data/raf/DATASET/train/7/train_10907_aligned.jpg,7,-1,0,0.44552624,0.88367254
source_data/raf/DATASET/train/7/train_11018_aligned.jpg,7,2,0,0.6219376,0.6742856
source_data/raf/DATASET/train/7/train_11548_aligned.jpg,7,2,0,0.5791165,0.9834744
source_data/raf/DATASET/train/7/train_10865_aligned.jpg,7,-1,0,0.47103825,0.8967007
source_data/raf/DATASET/train/7/train_11187_aligned.jpg,7,0,1,0.6592108,0.92241055
source_data/raf/DATASET/train/7/train_12122_aligned.jpg,7,2,0,0.5890661,0.6544491
source_data/raf/DATASET/train/7/train_10795_aligned.jpg,7,0,1,0.9654695,0.5575247
source_data/raf/DATASET/train/7/train_10113_aligned.jpg,7,-1,0,0.4500441,0.9741741
source_data/raf/DATASET/train/7/train_11701_aligned.jpg,7,-1,0,0.33607486,0.95676935
source_data/raf/DATASET/train/7/train_10443_aligned.jpg,7,-1,0,0.32788795,0.8824072
source_data/raf/DATASET/train/7/train_11251_aligned.jpg,7,0,1,0.68498796,0.90965223
source_data/raf/DATASET/train/7/train_11930_aligned.jpg,7,2,0,0.5041443,0.92841595
source_data/raf/DATASET/train/7/train_11390_aligned.jpg,7,2,0,0.6287279,0.9286727
source_data/raf/DATASET/train/7/train_10582_aligned.jpg,7,2,1,0.7658703,0.50087655
source_data/raf/DATASET/train/7/train_10304_aligned.jpg,7,2,1,0.9230167,0.68504196
source_data/raf/DATASET/train/7/train_11516_aligned.jpg,7,2,0,0.52020526,0.8694225
source_data/raf/DATASET/train/7/train_10654_aligned.jpg,7,0,1,0.8001734,0.6562759
source_data/raf/DATASET/train/7/train_09914_aligned.jpg,7,-1,0,0.34356034,0.64782697
source_data/raf/DATASET/train/7/train_11046_aligned.jpg,7,2,1,0.6306486,0.52436465
source_data/raf/DATASET/train/7/train_11489_aligned.jpg,7,2,0,0.7160217,0.836594
source_data/raf/DATASET/train/7/train_09786_aligned.jpg,7,-1,0,0.38644934,0.71949494
source_data/raf/DATASET/train/7/train_12181_aligned.jpg,7,-1,0,0.46113962,0.75097656
source_data/raf/DATASET/train/7/train_09876_aligned.jpg,7,2,0,0.6929012,0.84433067
source_data/raf/DATASET/train/7/train_10736_aligned.jpg,7,-1,1,0.46011057,0.7014748
source_data/raf/DATASET/train/7/train_11124_aligned.jpg,7,0,1,0.60627675,0.7970841
source_data/raf/DATASET/train/7/train_10266_aligned.jpg,7,2,1,0.642833,0.9133889
source_data/raf/DATASET/train/7/train_11474_aligned.jpg,7,2,1,0.6133669,0.8193505
source_data/raf/DATASET/train/7/train_10959_aligned.jpg,7,2,1,0.8237697,0.68671554
source_data/raf/DATASET/train/7/train_12257_aligned.jpg,7,2,0,0.7117212,0.99838024
source_data/raf/DATASET/train/7/train_11852_aligned.jpg,7,-1,0,0.26655135,0.81739783
source_data/raf/DATASET/train/7/train_11940_aligned.jpg,7,4,0,0.5516799,0.8496468
source_data/raf/DATASET/train/7/train_11566_aligned.jpg,7,-1,1,0.20930089,0.7748939
source_data/raf/DATASET/train/7/train_10374_aligned.jpg,7,2,0,0.5731251,0.96762305
source_data/raf/DATASET/train/7/train_11036_aligned.jpg,7,-1,0,0.35725105,0.73746824
source_data/raf/DATASET/train/7/train_12093_aligned.jpg,7,0,0,0.9257384,0.8408404
source_data/raf/DATASET/train/7/train_09964_aligned.jpg,7,3,0,0.51035,0.79439974
source_data/raf/DATASET/train/7/train_10624_aligned.jpg,7,2,1,0.75568354,0.5048435
source_data/raf/DATASET/train/7/train_11154_aligned.jpg,7,-1,0,0.32970655,0.8662108
source_data/raf/DATASET/train/7/train_10746_aligned.jpg,7,2,0,0.85541713,0.820584
source_data/raf/DATASET/train/7/train_09806_aligned.jpg,7,2,1,0.6449014,0.90993357
source_data/raf/DATASET/train/7/train_11404_aligned.jpg,7,2,0,0.8423454,0.894711
source_data/raf/DATASET/train/7/train_10216_aligned.jpg,7,2,1,0.88524276,0.6543025
source_data/raf/DATASET/train/7/train_09999_aligned.jpg,7,0,1,0.9794297,0.8479807
source_data/raf/DATASET/train/7/train_10389_aligned.jpg,7,2,1,0.7057429,0.92906153
source_data/raf/DATASET/train/7/train_10929_aligned.jpg,7,-1,1,0.3764837,0.7146376
source_data/raf/DATASET/train/7/train_11822_aligned.jpg,7,-1,0,0.43908516,0.59821576
source_data/raf/DATASET/train/7/train_10490_aligned.jpg,7,2,0,0.8251366,0.52181655
source_data/raf/DATASET/train/7/train_12227_aligned.jpg,7,2,0,0.6574554,0.6145583
source_data/raf/DATASET/train/7/train_11282_aligned.jpg,7,-1,0,0.486947,0.5924436
source_data/raf/DATASET/train/7/train_11925_aligned.jpg,7,2,0,0.60141736,0.5022112
source_data/raf/DATASET/train/7/train_10597_aligned.jpg,7,2,1,0.5081307,0.6391054
source_data/raf/DATASET/train/7/train_11385_aligned.jpg,7,-1,0,0.25656417,0.84973097
source_data/raf/DATASET/train/7/train_10158_aligned.jpg,7,-1,0,0.40585345,0.77305657
source_data/raf/DATASET/train/7/train_10408_aligned.jpg,7,-1,0,0.35981816,0.98191994
source_data/raf/DATASET/train/7/train_12169_aligned.jpg,7,-1,0,0.34372324,0.9060342
source_data/raf/DATASET/train/7/train_11053_aligned.jpg,7,2,1,0.8489034,0.6849302
source_data/raf/DATASET/train/7/train_10641_aligned.jpg,7,0,1,0.85590583,0.5422279
source_data/raf/DATASET/train/7/train_09901_aligned.jpg,7,2,1,0.51886046,0.72581536
source_data/raf/DATASET/train/7/train_11503_aligned.jpg,7,-1,0,0.3435675,0.8243565
source_data/raf/DATASET/train/7/train_10311_aligned.jpg,7,2,1,0.9418088,0.9046046
source_data/raf/DATASET/train/7/train_09793_aligned.jpg,7,-1,0,0.26447684,0.79405874
source_data/raf/DATASET/train/7/train_11461_aligned.jpg,7,2,1,0.9211669,0.6440337
source_data/raf/DATASET/train/7/train_10273_aligned.jpg,7,-1,1,0.49638027,0.5273863
source_data/raf/DATASET/train/7/train_11131_aligned.jpg,7,2,1,0.79043484,0.8823824
source_data/raf/DATASET/train/7/train_12194_aligned.jpg,7,2,0,0.55409724,0.92919356
source_data/raf/DATASET/train/7/train_09863_aligned.jpg,7,2,0,0.5024387,0.6844622
source_data/raf/DATASET/train/7/train_10723_aligned.jpg,7,2,0,0.7741156,0.89698976
source_data/raf/DATASET/train/7/train_12242_aligned.jpg,7,2,1,0.8779103,0.7079422
source_data/raf/DATASET/train/7/train_11847_aligned.jpg,7,2,1,0.61607903,0.70090944
source_data/raf/DATASET/train/7/train_11378_aligned.jpg,7,-1,1,0.46947578,0.7227896
source_data/raf/DATASET/train/7/train_11628_aligned.jpg,7,-1,0,0.2941856,0.93730766
source_data/raf/DATASET/train/7/train_11955_aligned.jpg,7,2,1,0.6215735,0.81717664
source_data/raf/DATASET/train/7/train_10128_aligned.jpg,7,0,1,0.9483722,0.72366714
source_data/raf/DATASET/train/7/train_10478_aligned.jpg,7,2,1,0.9303448,0.87773055
source_data/raf/DATASET/train/7/train_12119_aligned.jpg,7,-1,1,0.36190012,0.691736
source_data/raf/DATASET/train/7/train_12086_aligned.jpg,7,2,1,0.6472722,0.69262564
source_data/raf/DATASET/train/7/train_09971_aligned.jpg,7,-1,1,0.285788,0.83301
source_data/raf/DATASET/train/7/train_10631_aligned.jpg,7,2,0,0.6360976,0.76971483
source_data/raf/DATASET/train/7/train_11023_aligned.jpg,7,2,0,0.53389317,0.90782875
source_data/raf/DATASET/train/7/train_10361_aligned.jpg,7,2,1,0.72083664,0.70328534
source_data/raf/DATASET/train/7/train_11573_aligned.jpg,7,-1,0,0.2894828,0.80686194
source_data/raf/DATASET/train/7/train_10203_aligned.jpg,7,0,1,0.7750483,0.8507401
source_data/raf/DATASET/train/7/train_11411_aligned.jpg,7,3,1,0.606821,0.7166549
source_data/raf/DATASET/train/7/train_10753_aligned.jpg,7,2,1,0.8841734,0.7408503
source_data/raf/DATASET/train/7/train_09813_aligned.jpg,7,-1,1,0.4947429,0.74969906
source_data/raf/DATASET/train/7/train_11141_aligned.jpg,7,2,1,0.6791357,0.9295705
source_data/raf/DATASET/train/7/train_11837_aligned.jpg,7,2,0,0.7501337,0.9475456
source_data/raf/DATASET/train/7/train_11297_aligned.jpg,7,2,0,0.7865348,0.8493085
source_data/raf/DATASET/train/7/train_10485_aligned.jpg,7,-1,0,0.4885238,0.7966306
source_data/raf/DATASET/train/7/train_12232_aligned.jpg,7,-1,0,0.42335013,0.7952058
source_data/raf/DATASET/train/7/train_11308_aligned.jpg,7,2,1,0.71623176,0.67309195
source_data/raf/DATASET/train/7/train_11658_aligned.jpg,7,2,1,0.8071741,0.58618385
source_data/raf/DATASET/train/7/train_11799_aligned.jpg,7,-1,0,0.30194408,0.94061565
source_data/raf/DATASET/train/7/train_11869_aligned.jpg,7,-1,0,0.35326976,0.5766495
source_data/raf/DATASET/train/7/train_10014_aligned.jpg,7,-1,0,0.43947497,0.95385075
source_data/raf/DATASET/train/7/train_11606_aligned.jpg,7,5,0,0.62110573,0.9858481
source_data/raf/DATASET/train/7/train_10544_aligned.jpg,7,2,0,0.6281636,0.7296896
source_data/raf/DATASET/train/7/train_11356_aligned.jpg,7,2,0,0.6313646,0.74971163
source_data/raf/DATASET/train/7/train_10962_aligned.jpg,7,2,1,0.7314317,0.66923493
source_data/raf/DATASET/train/7/train_11080_aligned.jpg,7,3,0,0.62812734,0.9281649
source_data/raf/DATASET/train/7/train_12025_aligned.jpg,7,2,0,0.6721058,0.88493925
source_data/raf/DATASET/train/7/train_10692_aligned.jpg,7,-1,0,0.4527419,0.8012834
source_data/raf/DATASET/train/7/train_12147_aligned.jpg,7,2,1,0.53566885,0.5354685
source_data/raf/DATASET/train/7/train_10800_aligned.jpg,7,0,1,0.8663314,0.6347318
source_data/raf/DATASET/train/7/train_11894_aligned.jpg,7,0,1,0.7857127,0.9609382
source_data/raf/DATASET/train/7/train_10426_aligned.jpg,7,0,1,0.5237094,0.5913136
source_data/raf/DATASET/train/7/train_11234_aligned.jpg,7,0,0,0.9628363,0.79757684
source_data/raf/DATASET/train/7/train_10176_aligned.jpg,7,-1,0,0.31823272,0.77461016
source_data/raf/DATASET/train/7/train_11764_aligned.jpg,7,2,0,0.8037335,0.522044
source_data/raf/DATASET/train/7/train_11819_aligned.jpg,7,2,1,0.84686583,0.54635125
source_data/raf/DATASET/train/7/train_11986_aligned.jpg,7,0,0,0.78021556,0.6297393
source_data/raf/DATASET/train/7/train_11676_aligned.jpg,7,2,0,0.8970596,0.99690825
source_data/raf/DATASET/train/7/train_10064_aligned.jpg,7,-1,0,0.24626575,0.92492616
source_data/raf/DATASET/train/7/train_11326_aligned.jpg,7,2,0,0.6872683,0.6219254
source_data/raf/DATASET/train/7/train_10534_aligned.jpg,7,-1,0,0.44733194,0.95757914
source_data/raf/DATASET/train/7/train_12055_aligned.jpg,7,2,0,0.7136758,0.5776745
source_data/raf/DATASET/train/7/train_10912_aligned.jpg,7,2,1,0.71541923,0.53050035
source_data/raf/DATASET/train/7/train_10870_aligned.jpg,7,-1,0,0.2793252,0.9843086
source_data/raf/DATASET/train/7/train_12137_aligned.jpg,7,2,1,0.6767459,0.54679495
source_data/raf/DATASET/train/7/train_10780_aligned.jpg,7,-1,0,0.4159139,0.9776526
source_data/raf/DATASET/train/7/train_11192_aligned.jpg,7,-1,1,0.43171746,0.85272336
source_data/raf/DATASET/train/7/train_10099_aligned.jpg,7,2,0,0.6756415,0.99264884
source_data/raf/DATASET/train/7/train_11244_aligned.jpg,7,-1,0,0.4463094,0.92650896
source_data/raf/DATASET/train/7/train_10456_aligned.jpg,7,-1,0,0.3151429,0.9034644
source_data/raf/DATASET/train/7/train_11714_aligned.jpg,7,6,1,0.70821154,0.5620848
source_data/raf/DATASET/train/7/train_10106_aligned.jpg,7,-1,0,0.30646792,0.96571743
source_data/raf/DATASET/train/7/train_11967_aligned.jpg,7,0,0,0.71861535,0.84625936
source_data/raf/DATASET/train/7/train_10085_aligned.jpg,7,-1,1,0.43631572,0.9610762
source_data/raf/DATASET/train/7/train_11697_aligned.jpg,7,2,1,0.9262076,0.9931642
source_data/raf/DATASET/train/7/train_11258_aligned.jpg,7,-1,0,0.33205512,0.8786256
source_data/raf/DATASET/train/7/train_11708_aligned.jpg,7,2,0,0.6523945,0.82814384
source_data/raf/DATASET/train/7/train_11541_aligned.jpg,7,2,1,0.8474154,0.92724377
source_data/raf/DATASET/train/7/train_10353_aligned.jpg,7,-1,0,0.3906838,0.7316987
source_data/raf/DATASET/train/7/train_11011_aligned.jpg,7,-1,0,0.44930282,0.92760164
source_data/raf/DATASET/train/7/train_09943_aligned.jpg,7,3,0,0.5710668,0.7069076
source_data/raf/DATASET/train/7/train_10603_aligned.jpg,7,2,1,0.8551308,0.5801271
source_data/raf/DATASET/train/7/train_12049_aligned.jpg,7,2,0,0.7189191,0.6744028
source_data/raf/DATASET/train/7/train_10891_aligned.jpg,7,2,0,0.58456564,0.9239054
source_data/raf/DATASET/train/7/train_11173_aligned.jpg,7,2,1,0.94612265,0.54250884
source_data/raf/DATASET/train/7/train_10761_aligned.jpg,7,-1,0,0.35496512,0.57665366
source_data/raf/DATASET/train/7/train_09821_aligned.jpg,7,-1,0,0.41421142,0.81512266
source_data/raf/DATASET/train/7/train_11423_aligned.jpg,7,2,1,0.9554088,0.8166378
source_data/raf/DATASET/train/7/train_10231_aligned.jpg,7,2,1,0.8355346,0.9809767
source_data/raf/DATASET/train/7/train_12200_aligned.jpg,7,2,0,0.6681066,0.54964954
source_data/raf/DATASET/train/7/train_11805_aligned.jpg,7,2,0,0.85204226,0.7682317
source_data/raf/DATASET/train/7/train_10078_aligned.jpg,7,2,1,0.7693412,0.5616003
source_data/raf/DATASET/train/7/train_10528_aligned.jpg,7,-1,1,0.21884446,0.5126249
source_data/raf/DATASET/train/7/train_11917_aligned.jpg,7,-1,0,0.3986002,0.8270022
source_data/raf/DATASET/train/7/train_11228_aligned.jpg,7,2,1,0.6740242,0.79186714
source_data/raf/DATASET/train/7/train_11778_aligned.jpg,7,2,0,0.74491346,0.59048593
source_data/raf/DATASET/train/7/train_11888_aligned.jpg,7,-1,0,0.46906453,0.96627486
source_data/raf/DATASET/train/7/train_10983_aligned.jpg,7,2,1,0.5965357,0.6369883
source_data/raf/DATASET/train/7/train_10323_aligned.jpg,7,-1,0,0.43619046,0.8965197
source_data/raf/DATASET/train/7/train_11531_aligned.jpg,7,2,0,0.5626906,0.92941123
source_data/raf/DATASET/train/7/train_10673_aligned.jpg,7,-1,0,0.27239352,0.9069866
source_data/raf/DATASET/train/7/train_09933_aligned.jpg,7,-1,1,0.35649994,0.65189224
source_data/raf/DATASET/train/7/train_11061_aligned.jpg,7,2,1,0.7112773,0.6745353
source_data/raf/DATASET/train/7/train_12039_aligned.jpg,7,2,1,0.76188284,0.95181394
source_data/raf/DATASET/train/7/train_09851_aligned.jpg,7,2,0,0.5227906,0.9833102
source_data/raf/DATASET/train/7/train_10711_aligned.jpg,7,2,0,0.8021804,0.73271066
source_data/raf/DATASET/train/7/train_11103_aligned.jpg,7,2,1,0.9191579,0.81309223
source_data/raf/DATASET/train/7/train_10241_aligned.jpg,7,2,0,0.89114857,0.7799922
source_data/raf/DATASET/train/7/train_11453_aligned.jpg,7,-1,0,0.36244535,0.9114878
source_data/raf/DATASET/train/7/train_11875_aligned.jpg,7,2,1,0.78672224,0.6067322
source_data/raf/DATASET/train/7/train_11785_aligned.jpg,7,2,0,0.5027582,0.5996701
source_data/raf/DATASET/train/7/train_10197_aligned.jpg,7,2,1,0.74053544,0.69632643
source_data/raf/DATASET/train/7/train_12270_aligned.jpg,7,-1,1,0.39612073,0.61595464
source_data/raf/DATASET/train/7/train_10008_aligned.jpg,7,-1,0,0.48572284,0.91298085
source_data/raf/DATASET/train/7/train_10558_aligned.jpg,7,-1,1,0.46757588,0.8493797
source_data/raf/DATASET/train/7/train_10499_aligned.jpg,7,2,1,0.7166297,0.9047804
source_data/raf/DATASET/train/7/train_10506_aligned.jpg,7,-1,0,0.31809083,0.96834195
source_data/raf/DATASET/train/7/train_11314_aligned.jpg,7,-1,0,0.3235761,0.6700147
source_data/raf/DATASET/train/7/train_10056_aligned.jpg,7,-1,0,0.35040057,0.9851939
source_data/raf/DATASET/train/7/train_11644_aligned.jpg,7,2,1,0.89832413,0.638877
source_data/raf/DATASET/train/7/train_10920_aligned.jpg,7,2,0,0.59585464,0.7547929
source_data/raf/DATASET/train/7/train_11592_aligned.jpg,7,2,1,0.87341535,0.93868023
source_data/raf/DATASET/train/7/train_10380_aligned.jpg,7,2,0,0.85840005,0.9124161
source_data/raf/DATASET/train/7/train_09990_aligned.jpg,7,2,0,0.60707855,0.8600948
source_data/raf/DATASET/train/7/train_12067_aligned.jpg,7,2,1,0.7626621,0.50528544
source_data/raf/DATASET/train/7/train_12105_aligned.jpg,7,-1,1,0.473223,0.69166005
source_data/raf/DATASET/train/7/train_10842_aligned.jpg,7,-1,1,0.40625438,0.7617141
source_data/raf/DATASET/train/7/train_11949_aligned.jpg,7,-1,0,0.3857829,0.81469685
source_data/raf/DATASET/train/7/train_10134_aligned.jpg,7,2,0,0.94348985,0.68243825
source_data/raf/DATASET/train/7/train_11726_aligned.jpg,7,2,0,0.589945,0.99735403
